,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_8,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_8,epoch,start_time,end_time,metric:val_accuracy [0.0; 100.0] (maximize),NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_13,seed,status,config_id,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_9
33,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,98,3234.0,3332.0,93.17175,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,skip_connect,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,33,max_pool_3x3,max_pool_3x3,max_pool_3x3
34,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,skip_connect,skip_connect,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,98,3332.0,3430.0,93.31224,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,34,max_pool_3x3,max_pool_3x3,max_pool_3x3
35,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_5x5,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,dil_conv_5x5,98,3430.0,3528.0,93.28466,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,35,max_pool_3x3,max_pool_3x3,max_pool_3x3
36,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,2_4,0_2,0_3,1_2,skip_connect,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,sep_conv_5x5,skip_connect,skip_connect,avg_pool_3x3,sep_conv_5x5,max_pool_3x3,98,3528.0,3626.0,91.429115,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,36,max_pool_3x3,max_pool_3x3,max_pool_3x3
37,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,skip_connect,skip_connect,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,98,3626.0,3724.0,93.01664,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,37,max_pool_3x3,max_pool_3x3,max_pool_3x3
38,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,skip_connect,skip_connect,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,98,3724.0,3822.0,93.23646,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,38,max_pool_3x3,max_pool_3x3,max_pool_3x3
39,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,2_4,0_2,0_3,1_2,skip_connect,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_3x3,sep_conv_3x3,dil_conv_5x5,98,3822.0,3920.0,91.728355,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,39,max_pool_3x3,max_pool_3x3,max_pool_3x3
40,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,skip_connect,98,3920.0,4018.0,93.07319,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,skip_connect,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,40,max_pool_3x3,max_pool_3x3,max_pool_3x3
41,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,1_4,0_2,0_1,1_3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_3x3,dil_conv_3x3,sep_conv_3x3,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,sep_conv_5x5,max_pool_3x3,98,4018.0,4116.0,92.10558,sep_conv_5x5,avg_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,41,max_pool_3x3,max_pool_3x3,max_pool_3x3
42,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,avg_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,98,4116.0,4214.0,92.64461,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,42,max_pool_3x3,max_pool_3x3,max_pool_3x3
43,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,1_4,0_2,0_1,1_3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_3x3,avg_pool_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,98,4214.0,4312.0,91.82988,sep_conv_5x5,dil_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,43,max_pool_3x3,max_pool_3x3,max_pool_3x3
44,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,2_4,0_2,0_3,1_2,skip_connect,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,skip_connect,sep_conv_5x5,dil_conv_5x5,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,98,4312.0,4410.0,91.607635,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,44,max_pool_3x3,max_pool_3x3,max_pool_3x3
45,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,98,4410.0,4508.0,93.08471,max_pool_3x3,max_pool_3x3,avg_pool_3x3,skip_connect,sep_conv_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,45,max_pool_3x3,max_pool_3x3,max_pool_3x3
46,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_3x3,dil_conv_5x5,dil_conv_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,98,4508.0,4606.0,93.672066,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,46,max_pool_3x3,max_pool_3x3,max_pool_3x3
47,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,avg_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,98,4606.0,4704.0,92.601036,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,47,max_pool_3x3,max_pool_3x3,max_pool_3x3
48,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,avg_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,98,4704.0,4802.0,92.636475,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,48,max_pool_3x3,max_pool_3x3,max_pool_3x3
49,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,98,4802.0,4900.0,93.03245,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,49,max_pool_3x3,max_pool_3x3,max_pool_3x3
50,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,dil_conv_5x5,max_pool_3x3,skip_connect,98,4900.0,4998.0,93.08537,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,50,max_pool_3x3,max_pool_3x3,max_pool_3x3
51,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,98,4998.0,5096.0,92.61292,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,51,max_pool_3x3,max_pool_3x3,max_pool_3x3
52,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,2_4,0_2,0_3,1_2,skip_connect,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,sep_conv_5x5,skip_connect,avg_pool_3x3,avg_pool_3x3,sep_conv_3x3,dil_conv_3x3,98,5096.0,5194.0,91.75384,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,52,max_pool_3x3,max_pool_3x3,max_pool_3x3
53,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,skip_connect,skip_connect,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,98,5194.0,5292.0,92.8774,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,53,max_pool_3x3,max_pool_3x3,max_pool_3x3
54,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,1_4,0_2,0_1,1_3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_3x3,dil_conv_3x3,sep_conv_3x3,dil_conv_5x5,max_pool_3x3,skip_connect,skip_connect,dil_conv_3x3,max_pool_3x3,98,5292.0,5390.0,91.98468,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,54,max_pool_3x3,max_pool_3x3,max_pool_3x3
55,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,skip_connect,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,98,5390.0,5488.0,92.97766,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,55,max_pool_3x3,max_pool_3x3,max_pool_3x3
56,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,1_4,0_2,0_1,1_3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_3x3,avg_pool_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,98,5488.0,5586.0,91.85171,sep_conv_5x5,dil_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,56,max_pool_3x3,max_pool_3x3,max_pool_3x3
57,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,1_4,0_2,0_1,1_3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_3x3,avg_pool_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,98,5586.0,5684.0,92.13727,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,57,max_pool_3x3,max_pool_3x3,max_pool_3x3
58,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_3x3,sep_conv_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,98,5684.0,5782.0,92.82478,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,58,max_pool_3x3,max_pool_3x3,max_pool_3x3
59,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_3x3,sep_conv_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,98,5782.0,5880.0,92.747665,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,59,max_pool_3x3,max_pool_3x3,max_pool_3x3
60,sep_conv_5x5,sep_conv_5x5,dil_conv_5x5,sep_conv_5x5,0_1,0_1,0_3,0_2,0_3,1_4,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,skip_connect,dil_conv_3x3,dil_conv_5x5,98,5880.0,5978.0,92.97117,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,skip_connect,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,avg_pool_3x3,0,success,60,max_pool_3x3,max_pool_3x3,max_pool_3x3
61,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,98,5978.0,6076.0,92.62691,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,61,max_pool_3x3,max_pool_3x3,max_pool_3x3
62,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,98,6076.0,6174.0,93.19097,max_pool_3x3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,62,max_pool_3x3,max_pool_3x3,max_pool_3x3
63,sep_conv_5x5,sep_conv_5x5,dil_conv_5x5,sep_conv_5x5,0_1,0_1,0_3,0_2,0_3,1_4,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_3x3,skip_connect,avg_pool_3x3,sep_conv_5x5,98,6174.0,6272.0,92.89911,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,skip_connect,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,sep_conv_3x3,0,success,63,max_pool_3x3,max_pool_3x3,max_pool_3x3
64,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,2_4,0_2,0_3,1_2,skip_connect,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,sep_conv_5x5,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,sep_conv_5x5,dil_conv_3x3,98,6272.0,6370.0,91.823135,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,64,max_pool_3x3,max_pool_3x3,max_pool_3x3
65,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,98,6370.0,6468.0,93.33775,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,sep_conv_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,65,max_pool_3x3,max_pool_3x3,max_pool_3x3
66,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,2_4,0_2,0_3,1_2,skip_connect,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,skip_connect,sep_conv_5x5,avg_pool_3x3,dil_conv_5x5,sep_conv_5x5,skip_connect,max_pool_3x3,98,6468.0,6566.0,91.412926,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,66,max_pool_3x3,max_pool_3x3,max_pool_3x3
67,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,98,6566.0,6664.0,93.228355,max_pool_3x3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,67,max_pool_3x3,max_pool_3x3,max_pool_3x3
68,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,1_4,0_2,0_1,1_3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_3x3,avg_pool_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,max_pool_3x3,98,6664.0,6762.0,91.61832,sep_conv_5x5,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,68,max_pool_3x3,max_pool_3x3,max_pool_3x3
69,sep_conv_5x5,sep_conv_5x5,dil_conv_5x5,sep_conv_5x5,0_1,0_1,0_3,0_2,0_3,1_4,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,max_pool_3x3,98,6762.0,6860.0,93.45553,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,dil_conv_3x3,0,success,69,max_pool_3x3,max_pool_3x3,max_pool_3x3
70,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,98,6860.0,6958.0,93.08346,max_pool_3x3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,70,max_pool_3x3,max_pool_3x3,max_pool_3x3
71,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,avg_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,98,6958.0,7056.0,92.62504,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,71,max_pool_3x3,max_pool_3x3,max_pool_3x3
72,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,1_2,1_3,2_4,0_2,0_3,1_2,skip_connect,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,sep_conv_5x5,skip_connect,skip_connect,avg_pool_3x3,sep_conv_5x5,skip_connect,98,7056.0,7154.0,91.68633,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,72,max_pool_3x3,max_pool_3x3,max_pool_3x3
73,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,skip_connect,skip_connect,max_pool_3x3,skip_connect,max_pool_3x3,avg_pool_3x3,98,7154.0,7252.0,93.06982,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,73,max_pool_3x3,max_pool_3x3,max_pool_3x3
74,max_pool_3x3,skip_connect,skip_connect,dil_conv_5x5,0_1,1_3,0_2,1_2,1_3,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,skip_connect,98,7252.0,7350.0,93.095314,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,skip_connect,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,74,max_pool_3x3,max_pool_3x3,max_pool_3x3
